"GID_1","GID_0","COUNTRY","NAME_1","VARNAME_1","NL_NAME_1","TYPE_1","ENGTYPE_1","CC_1","HASC_1","ISO_1","correlation","lm_model","geometry"
"NOR.1_1","NOR","Norway","Viken","Akershus fylke","NA","Fylke","County","NA","NO.AK","NA",0.945548063763811,
